claimant_name,aadhar_number,phone_number,spouse_name,father_mother_Name,address,village,gram_panchayat,tehsil,district,ST_OTFD_Status,family_members_names,family_members_ages,habitation_area,cultivation_area,disputed_lands,patta_lease_grants,rehabilitation_land,displacement_details,forest_village_extent,other_traditional_rights,age_of_claimant,gender,marital_status,household_members,elderly_count_60plus,disability_in_household,primary_livelihood,annual_income,cultivable_land_ownership,house_type,electricity_connection,water_source,toilet_available,school_going_children,highest_education_level,shg_membership
Mahesh Nayak,5.38E+11,7671449302,Meena Singh,Sunita Rathore,"House 75, Mandla Pur",Sheopur Pada,GP Jobat,Niwas,Barwani,ST,Ramesh Yadav,22,0.81,3.14,Yes,Yes,No,No,No,No,59,Female,Married,7,2,No,Wage Labour,95634,Yes,Pucca,Yes,None,No,Yes,Upper Primary,No
Anita Kumar,6.87E+11,8776398191,Anita Yadav,Ravi Singh,"House 45, Barwani Tola",Dindori Gaon,GP Niwas,Pali,Jhabua,ST,Meena Bhil,42,0.14,3.4,No,No,No,Yes,No,No,24,Male,Widowed,3,2,Yes,Wage Labour,76420,Yes,Pucca,Yes,None,No,Yes,None,No
Meena Yadav,1.61E+11,8095142962,Arjun Nayak,Pooja Bhil,"House 69, Korku Pada",Sheopur Pada,GP Niwas,Niwas,Mandla,ST,Amit Gond,34,0.66,3.38,Yes,No,No,Yes,No,No,40,Male,Married,1,2,No,Other,86843,No,Kutcha,No,Tap,No,Yes,Upper Primary,No
Neha Kumar,2.78E+11,6927649665,Anita Sahu,Ramesh Naidu,"House 210, Barwani Tola",Jhabua Kheda,GP Bajag,Ghughri,Dindori,ST,Pooja Yadav,63,0.04,1.52,No,No,Yes,Yes,No,No,38,Male,Widowed,8,2,No,NTFP,74263,No,Semi-Pucca,Yes,None,No,Yes,Upper Primary,Yes
Mahesh Gond,9.77E+11,9129494946,Mahesh Singh,Vikas Biswas,"House 239, Baiga Chak",Gondwadi,GP Niwas,Pati,Dindori,ST,Mahesh Biswas,4,0.11,2.94,Yes,No,No,No,Yes,Yes,60,Female,Married,7,1,No,NTFP,41547,Yes,Pucca,No,Tap,Yes,Yes,Upper Primary,No
Mahesh Rathore,3.70E+11,6918791715,Suresh Rathore,Vikas Biswas,"House 192, Jhabua Kheda",Korku Pada,GP Ghughri,Bajag,Umaria,ST,Neha Kumar,31,0.73,2.33,No,Yes,No,No,Yes,Yes,77,Other,Single,3,2,No,NTFP,98845,No,Pucca,Yes,Handpump,Yes,No,Higher Secondary,Yes
Kavita Verma,3.21E+11,8773304819,Vikas Gond,Kavita Yadav,"House 103, Korku Pada",Sheopur Pada,GP Niwas,Niwas,Barwani,ST,Arjun Das,51,0.16,0.09,Yes,No,Yes,No,Yes,No,41,Other,Single,7,0,No,Wage Labour,90798,Yes,Semi-Pucca,Yes,None,No,No,Graduation,No
Pooja Kumar,5.11E+11,7794678645,Ravi Kumar,Lakshmi Das,"House 241, Dindori Gaon",Korku Pada,GP Pushparajgarh,Bajag,Mandla,ST,Mahesh Gaikwad,50,0.45,1.61,No,No,Yes,No,No,Yes,84,Other,Single,7,2,Yes,Other,26817,Yes,Kutcha,Yes,Stream,No,No,Secondary,No
Vikas Verma,7.47E+11,7253371046,Neha Sahu,Arjun Singh,"House 253, Dindori Gaon",Gondwadi,GP Pushparajgarh,Niwas,Dindori,ST,Pooja Das,14,0.26,0.21,No,Yes,No,No,No,No,45,Male,Single,5,0,No,Wage Labour,141924,Yes,Semi-Pucca,Yes,None,No,No,None,No
Pooja Sahu,8.31E+11,6918675179,Arjun Gond,Sunita Biswas,"House 220, Alirajpur Falia",Baiga Chak,GP Ghughri,Niwas,Umaria,ST,Lakshmi Singh,8,0.43,0.33,No,Yes,No,No,Yes,Yes,83,Other,Married,9,0,No,Wage Labour,85979,Yes,Kutcha,Yes,Stream,No,No,Primary,No
Sunita Das,2.54E+11,9286128899,Kavita Nayak,Meena Nayak,"House 217, Barwani Tola",Dindori Gaon,GP Niwas,Ghughri,Mandla,ST,Sunita Bai,69,0.09,0.22,Yes,Yes,No,No,Yes,No,21,Other,Separated,1,1,Yes,Other,68214,Yes,Pucca,No,Handpump,No,No,Higher Secondary,Yes
Sunita Naidu,7.85E+11,8567896255,Neha Singh,Vikas Yadav,"House 202, Bhilapur",Mandla Pur,GP Bajag,Pati,Anuppur,ST,Meena Biswas,8,0.76,3.84,Yes,No,No,Yes,Yes,No,53,Female,Married,2,1,No,Agriculture,61078,Yes,Pucca,No,None,No,Yes,Graduation,Yes
Ramesh Gond,9.02E+11,9281409225,Amit Rathore,Vikas Kumar,"House 29, Dindori Gaon",Bhilapur,GP Bajag,Niwas,Sheopur,ST,Lakshmi Nayak,11,0.09,3.38,Yes,Yes,No,No,Yes,No,74,Male,Widowed,9,2,No,Agriculture,95240,Yes,Kutcha,Yes,Tap,No,No,None,No
Lakshmi Kumar,4.69E+11,9350793989,Suresh Rathore,Lakshmi Yadav,"House 212, Mandla Pur",Dindori Gaon,GP Jobat,Bajag,Barwani,ST,Suresh Kumar,29,0.84,1.76,Yes,Yes,Yes,No,Yes,Yes,74,Male,Married,2,2,No,NTFP,61248,Yes,Semi-Pucca,Yes,Tap,Yes,Yes,Secondary,No
Kavita Nayak,3.82E+11,7256043704,Amit Bai,Vikas Gaikwad,"House 154, Barwani Tola",Sheopur Pada,GP Jobat,Pali,Dindori,ST,Mahesh Kumar,55,0.67,0.99,No,No,Yes,No,No,Yes,36,Female,Separated,9,0,No,Wage Labour,122962,No,Pucca,Yes,None,No,Yes,Higher Secondary,No
Meena Das,2.90E+11,7455921309,Ravi Nayak,Vikas Sahu,"House 231, Barwani Tola",Korku Pada,GP Jobat,Ghughri,Anuppur,ST,Ramesh Gaikwad,85,0.42,0.29,Yes,No,Yes,No,Yes,No,48,Other,Separated,8,2,Yes,Wage Labour,108365,No,Semi-Pucca,Yes,Stream,Yes,Yes,Primary,No
Meena Gond,8.91E+11,6349568757,Ravi Gaikwad,Amit Bai,"House 102, Dindori Gaon",Korku Pada,GP Jobat,Sendhwa,Alirajpur,ST,Pooja Sahu,39,0.87,1.72,No,No,Yes,No,Yes,Yes,59,Female,Widowed,2,0,No,Other,149376,Yes,Kutcha,No,None,Yes,Yes,Higher Secondary,No
Arjun Kumar,6.73E+11,7630711405,Meena Nayak,Anita Rathore,"House 177, Korku Pada",Barwani Tola,GP Niwas,Pati,Mandla,ST,Neha Yadav,13,0.19,2.4,Yes,Yes,Yes,Yes,Yes,Yes,77,Female,Single,2,1,Yes,NTFP,27932,Yes,Kutcha,Yes,Handpump,Yes,Yes,Secondary,No
Ravi Verma,2.17E+11,6049102946,Anita Kumar,Ravi Gaikwad,"House 181, Dindori Gaon",Alirajpur Falia,GP Pushparajgarh,Pati,Anuppur,ST,Suresh Singh,64,0.27,3.19,No,Yes,Yes,No,No,No,47,Male,Separated,5,0,No,Other,134118,Yes,Semi-Pucca,No,Tap,Yes,No,Higher Secondary,No
Mahesh Sahu,2.86E+11,9813509360,Kavita Das,Anita Yadav,"House 232, Jhabua Kheda",Jhabua Kheda,GP Jobat,Sendhwa,Anuppur,OTFD,Kavita Das,49,0.15,0.21,Yes,No,No,No,No,Yes,65,Male,Separated,1,2,No,Agriculture,37979,Yes,Kutcha,Yes,Handpump,Yes,No,Primary,No
Ramesh Bhil,2.28E+11,7835886058,Pooja Bai,Suresh Verma,"House 12, Sheopur Pada",Sheopur Pada,GP Niwas,Bajag,Barwani,ST,Kavita Das,19,0.39,1.67,Yes,Yes,No,Yes,Yes,Yes,47,Other,Single,4,0,Yes,Wage Labour,37715,Yes,Pucca,Yes,Tap,Yes,Yes,Upper Primary,No
Lakshmi Das,4.19E+11,7736003785,Pooja Gond,Arjun Singh,"House 186, Barwani Tola",Baiga Chak,GP Pushparajgarh,Jobat,Dindori,ST,Mahesh Bhil,67,0.99,3.91,Yes,Yes,No,Yes,Yes,Yes,58,Female,Single,8,1,No,Agriculture,57875,No,Semi-Pucca,Yes,Tap,No,No,Graduation,No
Sunita Rathore,4.92E+11,7762386553,Mahesh Gaikwad,Anita Verma,"House 249, Baiga Chak",Baiga Chak,GP Niwas,Jobat,Mandla,ST,Amit Verma,83,0.17,0.48,No,No,Yes,Yes,No,Yes,49,Other,Married,3,0,Yes,Other,122805,Yes,Pucca,No,Stream,No,No,Graduation,Yes
Mahesh Nayak,6.18E+11,8683207164,Mahesh Bai,Suresh Bai,"House 266, Barwani Tola",Jhabua Kheda,GP Ghughri,Sendhwa,Umaria,ST,Ramesh Bhil,52,0.83,1.6,No,Yes,No,Yes,No,Yes,76,Other,Single,1,2,No,Wage Labour,146990,Yes,Semi-Pucca,Yes,Tap,No,Yes,Higher Secondary,No
Suresh Naidu,9.12E+11,9819248735,Meena Verma,Vikas Gond,"House 135, Gondwadi",Barwani Tola,GP Pati,Pati,Umaria,ST,Mahesh Gaikwad,78,0.66,1.1,No,Yes,Yes,No,No,Yes,65,Female,Widowed,5,1,Yes,Wage Labour,137169,Yes,Semi-Pucca,Yes,None,No,No,Higher Secondary,No
Kavita Das,5.95E+11,8017784553,Meena Singh,Sunita Kumar,"House 245, Baiga Chak",Baiga Chak,GP Jobat,Jobat,Alirajpur,ST,Vikas Sahu,71,0.03,0.54,No,No,No,Yes,No,Yes,82,Female,Separated,3,1,Yes,Other,42706,Yes,Semi-Pucca,No,Tap,No,No,Higher Secondary,No
Neha Gond,5.39E+11,6901198313,Neha Singh,Ravi Biswas,"House 31, Baiga Chak",Jhabua Kheda,GP Ghughri,Niwas,Mandla,ST,Amit Singh,20,0.95,3.36,Yes,Yes,No,No,Yes,No,38,Female,Single,8,2,No,NTFP,67559,No,Semi-Pucca,Yes,Tap,No,No,Primary,Yes
Sunita Biswas,9.57E+11,7101308482,Pooja Gond,Sunita Yadav,"House 259, Barwani Tola",Sheopur Pada,GP Bajag,Bajag,Alirajpur,ST,Lakshmi Singh,54,0.97,2.79,No,No,Yes,No,No,No,53,Female,Separated,3,2,No,Agriculture,105736,Yes,Kutcha,Yes,None,No,No,Secondary,Yes
Amit Singh,6.86E+11,9827801305,Mahesh Gaikwad,Mahesh Gaikwad,"House 104, Sheopur Pada",Sheopur Pada,GP Ghughri,Ghughri,Umaria,ST,Pooja Kumar,86,0.93,1.65,No,Yes,Yes,No,No,Yes,84,Female,Widowed,1,2,Yes,Other,121327,Yes,Kutcha,No,None,Yes,Yes,Primary,Yes
Arjun Rathore,8.07E+11,9014867470,Sunita Sahu,Amit Gond,"House 1, Jhabua Kheda",Gondwadi,GP Niwas,Sendhwa,Alirajpur,OTFD,Anita Kumar,5,0.51,1.48,Yes,Yes,No,Yes,Yes,Yes,33,Other,Single,7,2,No,NTFP,79264,Yes,Semi-Pucca,Yes,Stream,No,Yes,None,No
Mahesh Nayak,3.16E+11,8109120784,Kavita Biswas,Ramesh Nayak,"House 207, Mandla Pur",Mandla Pur,GP Bajag,Sendhwa,Alirajpur,ST,Mahesh Bai,79,0.23,3.31,Yes,Yes,Yes,Yes,No,Yes,75,Male,Single,4,0,Yes,Wage Labour,65596,Yes,Semi-Pucca,Yes,Handpump,Yes,No,None,No
Meena Nayak,8.35E+11,8130826458,Meena Verma,Ravi Bai,"House 135, Dindori Gaon",Bhilapur,GP Pati,Niwas,Sheopur,OTFD,Lakshmi Singh,62,0.4,0.36,No,Yes,No,Yes,Yes,Yes,24,Other,Single,1,1,No,Agriculture,107969,Yes,Kutcha,Yes,Tap,Yes,No,Graduation,No
Ramesh Biswas,9.85E+11,8573439761,Meena Bhil,Anita Bhil,"House 271, Alirajpur Falia",Korku Pada,GP Ghughri,Jobat,Jhabua,ST,Ramesh Biswas,17,0.62,0.59,No,Yes,Yes,Yes,Yes,Yes,45,Female,Single,6,0,No,Wage Labour,118100,Yes,Semi-Pucca,Yes,Stream,No,Yes,Secondary,No
Arjun Sahu,6.03E+11,7850789746,Ravi Bai,Vikas Biswas,"House 89, Bhilapur",Barwani Tola,GP Pushparajgarh,Niwas,Mandla,ST,Lakshmi Gaikwad,53,0.39,3.63,Yes,Yes,No,Yes,Yes,No,67,Male,Single,5,0,Yes,NTFP,75042,Yes,Kutcha,Yes,Handpump,Yes,No,Graduation,No
Ramesh Kumar,5.10E+11,6410893970,Ravi Sahu,Pooja Singh,"House 195, Gondwadi",Korku Pada,GP Pati,Niwas,Mandla,ST,Neha Gaikwad,37,0.71,3.27,Yes,No,Yes,Yes,Yes,Yes,29,Male,Married,3,2,No,Other,77135,No,Semi-Pucca,Yes,Tap,No,Yes,Secondary,Yes
Arjun Naidu,5.81E+11,7644613463,Neha Naidu,Kavita Biswas,"House 122, Dindori Gaon",Jhabua Kheda,GP Pati,Ghughri,Barwani,ST,Ravi Yadav,19,0.8,3.1,No,Yes,Yes,Yes,Yes,Yes,42,Male,Widowed,8,2,Yes,NTFP,22010,Yes,Kutcha,No,Stream,No,No,Upper Primary,Yes
Meena Das,3.20E+11,6883581380,Ravi Gaikwad,Neha Verma,"House 116, Barwani Tola",Gondwadi,GP Ghughri,Sendhwa,Umaria,ST,Pooja Bai,10,0.22,2.5,No,Yes,Yes,Yes,Yes,Yes,47,Other,Widowed,4,0,No,NTFP,96179,Yes,Kutcha,Yes,Handpump,No,No,Secondary,Yes
Amit Yadav,6.57E+11,7338669402,Mahesh Das,Ravi Das,"House 196, Baiga Chak",Dindori Gaon,GP Pati,Sendhwa,Anuppur,ST,Ravi Bai,44,0.41,1.17,No,No,Yes,Yes,No,Yes,89,Male,Married,7,0,No,Agriculture,105752,Yes,Kutcha,No,Tap,No,Yes,Secondary,No
Amit Biswas,5.82E+11,8531906351,Arjun Bhil,Ravi Sahu,"House 36, Baiga Chak",Mandla Pur,GP Pati,Jobat,Dindori,ST,Vikas Bhil,49,0.96,3.74,Yes,No,Yes,No,No,Yes,28,Male,Married,6,2,Yes,Agriculture,62048,Yes,Pucca,Yes,Stream,No,No,Secondary,Yes
Suresh Kumar,5.85E+11,7321959837,Arjun Naidu,Meena Naidu,"House 67, Dindori Gaon",Barwani Tola,GP Jobat,Niwas,Umaria,ST,Sunita Gond,89,0.26,1.97,Yes,Yes,No,Yes,No,Yes,77,Female,Single,9,1,Yes,Wage Labour,65308,Yes,Pucca,Yes,Handpump,Yes,Yes,Upper Primary,No
Lakshmi Sahu,4.45E+11,7479624206,Lakshmi Gaikwad,Anita Naidu,"House 133, Alirajpur Falia",Jhabua Kheda,GP Pushparajgarh,Bajag,Dindori,ST,Meena Nayak,37,0.35,1.12,No,No,No,Yes,No,No,59,Other,Single,7,0,No,Wage Labour,140198,Yes,Kutcha,Yes,None,No,Yes,None,No
Neha Kumar,5.85E+11,7241272750,Anita Das,Mahesh Gaikwad,"House 281, Baiga Chak",Mandla Pur,GP Pushparajgarh,Jobat,Anuppur,ST,Vikas Biswas,58,0.05,1.46,Yes,No,No,No,Yes,No,72,Other,Separated,9,1,Yes,NTFP,104427,Yes,Pucca,Yes,Stream,Yes,No,Upper Primary,Yes
Meena Nayak,6.56E+11,8687220090,Vikas Biswas,Meena Rathore,"House 11, Alirajpur Falia",Gondwadi,GP Pushparajgarh,Ghughri,Barwani,ST,Suresh Das,15,0.34,0.07,Yes,No,No,No,No,Yes,53,Male,Single,7,1,Yes,NTFP,90931,Yes,Pucca,Yes,None,Yes,No,Upper Primary,Yes
Meena Singh,3.28E+11,8012355557,Vikas Rathore,Ramesh Nayak,"House 218, Jhabua Kheda",Jhabua Kheda,GP Pushparajgarh,Sendhwa,Anuppur,ST,Sunita Yadav,20,0.38,1.02,No,No,No,No,Yes,No,66,Male,Widowed,2,1,Yes,Agriculture,52600,Yes,Pucca,Yes,Stream,No,Yes,None,No
Mahesh Gond,7.30E+11,9910185854,Vikas Yadav,Ravi Gond,"House 156, Alirajpur Falia",Gondwadi,GP Pushparajgarh,Niwas,Anuppur,ST,Amit Yadav,55,0.11,0.75,Yes,No,No,Yes,Yes,Yes,63,Other,Single,3,0,Yes,NTFP,47690,Yes,Semi-Pucca,Yes,Handpump,No,No,None,No
Anita Nayak,6.56E+11,7176780641,Meena Verma,Mahesh Bai,"House 240, Mandla Pur",Gondwadi,GP Pushparajgarh,Jobat,Alirajpur,ST,Vikas Rathore,13,0.01,0.54,Yes,No,No,Yes,Yes,No,87,Male,Married,8,1,No,NTFP,119692,Yes,Semi-Pucca,Yes,Handpump,Yes,Yes,None,Yes
Mahesh Das,8.36E+11,9817310106,Ramesh Verma,Lakshmi Singh,"House 60, Barwani Tola",Alirajpur Falia,GP Niwas,Sendhwa,Sheopur,OTFD,Vikas Gaikwad,20,0.58,0.13,No,Yes,No,Yes,No,Yes,52,Other,Separated,8,2,No,NTFP,32728,No,Semi-Pucca,Yes,Handpump,No,Yes,None,No
Sunita Naidu,7.85E+11,8169459795,Arjun Gond,Ravi Singh,"House 138, Baiga Chak",Gondwadi,GP Bajag,Ghughri,Alirajpur,ST,Neha Rathore,43,0.31,0.91,No,No,Yes,Yes,Yes,No,31,Other,Single,2,0,Yes,Other,109720,Yes,Semi-Pucca,Yes,None,Yes,Yes,None,Yes
Pooja Verma,7.85E+11,7408532671,Meena Singh,Amit Das,"House 50, Korku Pada",Bhilapur,GP Bajag,Pati,Jhabua,ST,Vikas Gond,82,0.03,0.41,No,Yes,No,Yes,Yes,Yes,54,Male,Married,9,1,Yes,Other,45938,Yes,Kutcha,Yes,Handpump,Yes,No,Upper Primary,Yes
Amit Nayak,3.88E+11,7816213343,Anita Rathore,Sunita Yadav,"House 167, Alirajpur Falia",Gondwadi,GP Pushparajgarh,Jobat,Sheopur,ST,Pooja Bai,41,0.86,0.18,Yes,Yes,No,Yes,No,No,57,Female,Single,7,0,Yes,Agriculture,48716,Yes,Kutcha,Yes,None,No,No,Higher Secondary,Yes
Meena Bhil,9.69E+11,6740435779,Ravi Yadav,Meena Yadav,"House 165, Mandla Pur",Jhabua Kheda,GP Bajag,Jobat,Dindori,ST,Ramesh Bhil,48,0.59,0.55,Yes,No,Yes,No,No,No,69,Female,Single,3,2,No,Agriculture,97383,Yes,Semi-Pucca,Yes,Tap,No,Yes,Graduation,Yes
Lakshmi Bai,6.25E+11,8875397892,Neha Bhil,Ravi Kumar,"House 189, Dindori Gaon",Dindori Gaon,GP Bajag,Bajag,Umaria,ST,Ramesh Bhil,56,0.18,0.81,Yes,Yes,Yes,No,No,No,58,Female,Widowed,6,0,Yes,Other,124838,No,Pucca,No,None,No,Yes,Primary,No
Lakshmi Das,2.01E+11,9090933044,Amit Bai,Anita Bhil,"House 92, Jhabua Kheda",Korku Pada,GP Pushparajgarh,Pati,Dindori,ST,Kavita Biswas,68,0.87,1.66,No,Yes,No,Yes,No,Yes,22,Female,Married,7,2,No,Agriculture,142798,No,Semi-Pucca,Yes,Handpump,No,Yes,Graduation,No
Vikas Gond,5.98E+11,6073665913,Kavita Bhil,Mahesh Das,"House 294, Alirajpur Falia",Alirajpur Falia,GP Pati,Jobat,Dindori,OTFD,Ramesh Bai,88,0.26,2.33,No,No,No,Yes,No,No,38,Other,Married,4,0,No,Agriculture,71681,No,Semi-Pucca,Yes,None,No,No,Graduation,No
Kavita Gaikwad,9.48E+11,8639175815,Ravi Das,Suresh Bhil,"House 289, Alirajpur Falia",Gondwadi,GP Bajag,Pati,Umaria,ST,Sunita Gond,44,0.24,1.29,Yes,No,No,No,Yes,No,72,Female,Married,4,0,Yes,Other,92192,Yes,Kutcha,Yes,Stream,Yes,Yes,Upper Primary,Yes
Anita Nayak,6.96E+11,9522533141,Neha Gaikwad,Arjun Gaikwad,"House 75, Alirajpur Falia",Baiga Chak,GP Pushparajgarh,Pali,Dindori,ST,Anita Gaikwad,73,0.9,0.57,Yes,No,Yes,No,No,No,66,Female,Widowed,1,0,Yes,Other,130907,Yes,Kutcha,Yes,None,No,No,Primary,No
Anita Kumar,5.13E+11,8919182441,Ramesh Gaikwad,Amit Naidu,"House 45, Bhilapur",Alirajpur Falia,GP Jobat,Pati,Jhabua,ST,Kavita Gaikwad,47,0.19,3.76,No,No,No,No,No,Yes,78,Other,Separated,8,2,No,Wage Labour,50161,Yes,Kutcha,Yes,Stream,No,No,Higher Secondary,No
Amit Bai,6.30E+11,9778703878,Vikas Rathore,Vikas Biswas,"House 53, Baiga Chak",Sheopur Pada,GP Pati,Bajag,Barwani,ST,Vikas Rathore,50,0.88,2.06,No,Yes,No,No,Yes,Yes,23,Female,Single,4,0,No,Agriculture,93443,Yes,Pucca,Yes,None,Yes,Yes,Upper Primary,Yes
Suresh Gaikwad,3.99E+11,7508476821,Vikas Gaikwad,Suresh Gaikwad,"House 175, Bhilapur",Korku Pada,GP Ghughri,Niwas,Dindori,ST,Anita Verma,32,0.8,2.97,No,No,No,Yes,Yes,Yes,68,Male,Widowed,7,1,Yes,Agriculture,89320,Yes,Pucca,Yes,Stream,Yes,Yes,Primary,No
Ramesh Biswas,4.99E+11,9681647405,Sunita Nayak,Sunita Gaikwad,"House 161, Korku Pada",Barwani Tola,GP Ghughri,Sendhwa,Alirajpur,ST,Suresh Bai,54,0.32,2.78,No,No,No,No,No,Yes,78,Female,Married,7,0,Yes,NTFP,77719,No,Kutcha,Yes,Tap,Yes,Yes,Graduation,No
Sunita Bai,7.33E+11,7348101661,Lakshmi Bai,Arjun Sahu,"House 67, Sheopur Pada",Sheopur Pada,GP Niwas,Pali,Barwani,ST,Ravi Singh,39,0.04,1.14,Yes,Yes,No,No,Yes,Yes,79,Female,Separated,1,0,Yes,Other,74454,Yes,Pucca,Yes,None,Yes,Yes,Graduation,Yes
Pooja Bai,9.00E+11,7610846333,Meena Bai,Ravi Naidu,"House 270, Barwani Tola",Jhabua Kheda,GP Ghughri,Pali,Sheopur,ST,Sunita Singh,85,0.09,2.24,No,Yes,No,No,Yes,No,41,Female,Widowed,5,0,No,Other,142791,Yes,Pucca,Yes,Stream,No,Yes,Graduation,No
Ramesh Kumar,7.30E+11,8938658148,Pooja Nayak,Pooja Yadav,"House 124, Jhabua Kheda",Jhabua Kheda,GP Bajag,Sendhwa,Mandla,ST,Amit Bai,58,0.12,2.41,Yes,No,No,No,Yes,Yes,69,Male,Married,2,2,No,Agriculture,108322,No,Pucca,No,Tap,Yes,Yes,Upper Primary,No
Lakshmi Gond,9.37E+11,7984272783,Anita Naidu,Vikas Singh,"House 182, Bhilapur",Sheopur Pada,GP Pushparajgarh,Bajag,Mandla,ST,Ravi Naidu,61,0.89,1.41,Yes,Yes,No,No,Yes,No,33,Male,Widowed,7,1,Yes,Agriculture,77699,No,Pucca,Yes,Tap,Yes,No,Secondary,No
Ramesh Bai,7.29E+11,6925751374,Ravi Kumar,Neha Sahu,"House 182, Dindori Gaon",Bhilapur,GP Pati,Niwas,Jhabua,ST,Ravi Bai,72,0.41,2.68,No,No,Yes,No,No,No,24,Male,Separated,3,1,No,NTFP,100650,Yes,Kutcha,Yes,Stream,Yes,Yes,Primary,Yes
Suresh Yadav,5.08E+11,6053207428,Suresh Bai,Pooja Rathore,"House 36, Bhilapur",Gondwadi,GP Jobat,Bajag,Jhabua,ST,Neha Yadav,83,0.04,3.16,Yes,No,No,Yes,No,Yes,59,Male,Married,1,0,Yes,Other,125212,Yes,Pucca,Yes,Stream,No,No,None,No
Neha Gaikwad,3.23E+11,7802403394,Mahesh Gaikwad,Vikas Yadav,"House 212, Bhilapur",Baiga Chak,GP Pati,Pati,Barwani,ST,Lakshmi Das,19,0.56,1.46,No,Yes,No,No,Yes,No,38,Other,Single,2,1,Yes,NTFP,126490,Yes,Semi-Pucca,Yes,Stream,No,Yes,Secondary,Yes
Suresh Nayak,7.89E+11,7715389974,Lakshmi Sahu,Mahesh Das,"House 134, Sheopur Pada",Dindori Gaon,GP Niwas,Bajag,Barwani,ST,Anita Kumar,69,0.22,0.06,No,No,Yes,Yes,No,Yes,65,Female,Widowed,4,1,Yes,Other,98122,Yes,Pucca,Yes,Stream,No,Yes,Upper Primary,Yes
Amit Das,6.48E+11,6808203964,Lakshmi Biswas,Mahesh Gaikwad,"House 178, Jhabua Kheda",Dindori Gaon,GP Ghughri,Pali,Jhabua,OTFD,Ravi Singh,22,0.24,1.4,No,No,No,No,No,No,77,Female,Married,1,0,No,NTFP,96076,No,Kutcha,Yes,Stream,Yes,No,Graduation,Yes
Kavita Sahu,4.51E+11,7977518153,Anita Yadav,Anita Yadav,"House 166, Gondwadi",Gondwadi,GP Pushparajgarh,Niwas,Umaria,ST,Anita Singh,35,0.17,0.47,Yes,No,No,Yes,Yes,Yes,34,Male,Married,7,1,Yes,Wage Labour,81703,Yes,Kutcha,No,Tap,No,Yes,Higher Secondary,No
Amit Nayak,6.53E+11,6035668996,Meena Gond,Amit Rathore,"House 46, Barwani Tola",Baiga Chak,GP Ghughri,Pali,Anuppur,ST,Lakshmi Rathore,10,0.76,0.62,No,No,Yes,Yes,Yes,No,38,Male,Single,7,2,No,Other,74491,No,Pucca,No,Stream,No,No,Secondary,Yes
Mahesh Bhil,7.47E+11,9895424918,Vikas Bhil,Amit Bai,"House 156, Alirajpur Falia",Dindori Gaon,GP Niwas,Bajag,Umaria,ST,Ramesh Gaikwad,15,0.01,1.46,Yes,No,No,No,No,No,69,Female,Married,8,1,No,NTFP,41741,No,Kutcha,Yes,None,Yes,No,None,Yes
Pooja Biswas,5.22E+11,9839647825,Lakshmi Sahu,Kavita Singh,"House 236, Gondwadi",Dindori Gaon,GP Bajag,Bajag,Dindori,ST,Suresh Bhil,2,0.44,0.83,Yes,Yes,Yes,Yes,No,Yes,23,Female,Separated,2,0,No,NTFP,108742,Yes,Kutcha,Yes,None,No,No,None,Yes
Anita Bai,4.86E+11,7854150168,Amit Das,Pooja Rathore,"House 60, Baiga Chak",Gondwadi,GP Niwas,Sendhwa,Umaria,ST,Neha Bai,22,0.1,3.74,No,Yes,No,Yes,Yes,Yes,36,Female,Married,9,0,Yes,Wage Labour,100879,No,Kutcha,Yes,None,No,Yes,None,Yes
Meena Sahu,3.55E+11,9801496980,Pooja Biswas,Arjun Gond,"House 5, Jhabua Kheda",Barwani Tola,GP Pati,Sendhwa,Umaria,ST,Pooja Gaikwad,83,0.56,2.61,Yes,No,No,Yes,No,No,83,Male,Married,8,1,No,Other,121747,Yes,Pucca,Yes,Handpump,No,No,Primary,Yes
Meena Verma,1.09E+11,6602684929,Vikas Yadav,Pooja Das,"House 181, Baiga Chak",Mandla Pur,GP Bajag,Pati,Dindori,OTFD,Ravi Rathore,12,0.35,2.07,No,No,No,No,No,Yes,36,Male,Married,2,0,No,Other,103453,Yes,Kutcha,No,None,No,Yes,Primary,Yes
Amit Kumar,3.06E+11,6035221781,Suresh Yadav,Arjun Singh,"House 145, Mandla Pur",Sheopur Pada,GP Bajag,Pati,Dindori,ST,Suresh Das,62,0.04,0.04,No,Yes,Yes,No,No,Yes,39,Other,Married,4,2,No,NTFP,36298,No,Pucca,Yes,Tap,No,No,Primary,No
Suresh Gond,6.99E+11,8522721095,Kavita Gaikwad,Amit Naidu,"House 265, Alirajpur Falia",Barwani Tola,GP Jobat,Bajag,Alirajpur,ST,Pooja Naidu,45,0.47,0.41,Yes,No,Yes,Yes,Yes,Yes,42,Other,Widowed,5,1,No,NTFP,77702,Yes,Semi-Pucca,Yes,Stream,Yes,Yes,Primary,No
Vikas Gaikwad,2.58E+11,8755053398,Ravi Nayak,Suresh Gaikwad,"House 223, Barwani Tola",Korku Pada,GP Pushparajgarh,Ghughri,Anuppur,ST,Suresh Rathore,58,0.57,3.15,Yes,Yes,No,No,No,Yes,61,Other,Widowed,3,2,Yes,Agriculture,139968,Yes,Semi-Pucca,Yes,Handpump,Yes,Yes,Primary,No
